Datetime,Unnamed: 0,Open,High,Low,Close,Volume
2023-10-29 13:18:00,78,83.584,83.584,83.584,83.584,0.0
2023-10-29 13:19:00,79,83.584,83.6571,83.584,83.6571,0.013
2023-10-29 13:20:00,80,83.6571,83.6571,83.6571,83.6571,0.0
2023-10-29 13:21:00,81,83.6571,83.6571,83.5683,83.5987,38.582
2023-10-29 13:22:00,82,83.5987,83.6147,83.5987,83.6147,2.75
2023-10-29 13:23:00,83,83.6147,83.6571,83.5606,83.5813,14.167
2023-10-29 13:24:00,84,83.5813,83.5849,83.5638,83.5849,16.641
2023-10-29 13:25:00,85,83.5849,83.5849,83.5736,83.5736,2.75
2023-10-29 13:26:00,86,83.5736,83.7261,83.5736,83.7261,22.635
2023-10-29 13:27:00,87,83.7261,83.7261,83.6154,83.6154,24.23
2023-10-29 13:28:00,88,83.6154,83.9249,83.6154,83.6989,119.86
2023-10-29 13:29:00,89,83.6989,83.7746,83.6989,83.7219,32.072
2023-10-29 13:30:00,90,83.7219,83.75,83.6873,83.6873,14.87
2023-10-29 13:31:00,91,83.6873,83.6873,83.6873,83.6873,0.0
2023-10-29 13:32:00,92,83.6873,83.8333,83.6873,83.7536,56.06
2023-10-29 13:33:00,93,83.7536,83.7536,83.6909,83.724,12.362
2023-10-29 13:34:00,94,83.724,83.724,83.724,83.724,0.0
2023-10-29 13:35:00,95,83.724,83.7764,83.724,83.7764,3.451
2023-10-29 13:36:00,96,83.7764,83.7797,83.7764,83.7797,7.157
2023-10-29 13:37:00,97,83.7797,83.7797,83.6869,83.6869,18.902
2023-10-29 13:38:00,98,83.6869,83.7095,83.6869,83.7095,26.173
2023-10-29 13:39:00,99,83.7095,83.82,83.7095,83.82,2.057
2023-10-29 13:40:00,100,83.82,83.9385,83.82,83.9385,21.606
2023-10-29 13:41:00,101,83.9385,83.9385,83.7538,83.7621,55.546
2023-10-29 13:42:00,102,83.7621,83.7621,83.7042,83.7042,3.618
2023-10-29 13:43:00,103,83.7042,83.7042,83.7042,83.7042,0.0
2023-10-29 13:44:00,104,83.7042,83.7924,83.704,83.7924,3.016
2023-10-29 13:45:00,105,83.7924,83.7924,83.7924,83.7924,0.0
2023-10-29 13:46:00,106,83.7924,83.7924,83.7203,83.7203,1.225
2023-10-29 13:47:00,107,83.7203,83.7203,83.7203,83.7203,0.0
2023-10-29 13:48:00,108,83.7203,83.7203,83.7203,83.7203,0.0
2023-10-29 13:49:00,109,83.7203,83.9415,83.7203,83.9338,23.065
2023-10-29 13:50:00,110,83.9338,84.0,83.9338,84.0,3.684
2023-10-29 13:51:00,111,84.0,84.0,84.0,84.0,0.0
2023-10-29 13:52:00,112,84.0,84.0839,83.8624,84.0749,49.404
2023-10-29 13:53:00,113,84.0749,84.0749,83.8687,83.914,85.471
2023-10-29 13:54:00,114,83.914,84.0048,83.914,84.0048,2.321
2023-10-29 13:55:00,115,84.0048,84.0776,83.9858,83.9858,6.288
2023-10-29 13:56:00,116,83.9858,84.2958,83.9742,84.055,138.849
2023-10-29 13:57:00,117,84.055,84.1062,83.9752,83.9752,8.798
2023-10-29 13:58:00,118,83.9752,83.9752,83.9679,83.9679,2.75
2023-10-29 13:59:00,119,83.9679,83.9679,83.8559,83.8931,43.717
2023-10-29 14:00:00,120,83.8931,83.9118,83.8931,83.9118,5.5
2023-10-29 14:01:00,121,83.9118,83.9118,83.7423,83.7423,25.387
2023-10-29 14:02:00,122,83.7423,83.7751,83.6993,83.6993,20.446
2023-10-29 14:03:00,123,83.6993,83.7594,83.6993,83.7594,11.557
2023-10-29 14:04:00,124,83.7594,83.7594,83.7263,83.7292,5.369
2023-10-29 14:05:00,125,83.7292,83.7292,83.7292,83.7292,1.194
2023-10-29 14:06:00,126,83.7292,83.7875,83.7292,83.7875,15.989
2023-10-29 14:07:00,127,83.7875,83.8388,83.7498,83.7622,20.12
2023-10-29 14:08:00,128,83.7622,83.8182,83.7622,83.7842,8.241
2023-10-29 14:09:00,129,83.7842,83.7842,83.7842,83.7842,0.0
2023-10-29 14:10:00,130,83.7842,83.9342,83.7842,83.7854,7.17
2023-10-29 14:11:00,131,83.7854,83.8431,83.7854,83.7925,2.739
2023-10-29 14:12:00,132,83.7925,84.0195,83.7925,83.9279,23.249
2023-10-29 14:13:00,133,83.9279,83.9548,83.8233,83.8233,29.572
2023-10-29 14:14:00,134,83.8233,83.8233,83.7418,83.7418,4.613
2023-10-29 14:15:00,135,83.7418,83.8912,83.7418,83.8912,16.876
2023-10-29 14:16:00,136,83.8912,83.966,83.8912,83.9552,6.448
2023-10-29 14:17:00,137,83.9552,84.0725,83.9552,84.0725,35.763
2023-10-29 14:18:00,138,84.0725,84.0725,84.0725,84.0725,0.0
2023-10-29 14:19:00,139,84.0725,84.1122,84.0711,84.0885,4.938
2023-10-29 14:20:00,140,84.0885,84.0885,83.9976,84.0156,13.499
2023-10-29 14:21:00,141,84.0156,84.0507,84.0156,84.0507,2.75
2023-10-29 14:22:00,142,84.0507,84.0712,84.0507,84.0712,0.118
2023-10-29 14:23:00,143,84.0712,84.0712,83.9815,83.9815,2.75
2023-10-29 14:24:00,144,83.9815,84.0004,83.9815,84.0004,5.005
2023-10-29 14:25:00,145,84.0004,84.0069,83.9604,84.0016,29.575
2023-10-29 14:26:00,146,84.0016,84.013,83.8815,83.8992,32.7
2023-10-29 14:27:00,147,83.8992,83.9081,83.8992,83.9039,30.951
2023-10-29 14:28:00,148,83.9039,83.9039,83.8998,83.9039,3.868
2023-10-29 14:29:00,149,83.9039,83.9709,83.885,83.9525,23.141
2023-10-29 14:30:00,150,83.9525,83.9525,83.9361,83.9361,0.009
2023-10-29 14:31:00,151,83.9361,83.9742,83.9361,83.9742,5.44
2023-10-29 14:32:00,152,83.9742,84.0483,83.9742,84.0483,16.787
2023-10-29 14:33:00,153,84.0483,84.3,84.0483,84.1538,31.225
2023-10-29 14:34:00,154,84.1538,84.1538,84.1538,84.1538,0.0
2023-10-29 14:35:00,155,84.1538,84.1939,84.0913,84.0913,25.723
2023-10-29 14:36:00,156,84.0913,84.1737,84.0913,84.1737,0.01
2023-10-29 14:37:00,157,84.1737,84.1737,84.1415,84.1415,0.723
2023-10-29 14:38:00,158,84.1415,84.1415,84.0706,84.0706,0.127
2023-10-29 14:39:00,159,84.0706,84.0913,84.0706,84.0871,3.405
2023-10-29 14:40:00,160,84.0871,84.0871,84.0871,84.0871,0.0
2023-10-29 14:41:00,161,84.0871,84.1269,84.0871,84.1214,6.627
2023-10-29 14:42:00,162,84.1214,84.1252,84.1214,84.1252,10.848
2023-10-29 14:43:00,163,84.1252,84.1449,84.1214,84.1449,31.121
2023-10-29 14:44:00,164,84.1449,84.1449,84.1214,84.1214,22.86
2023-10-29 14:45:00,165,84.1214,84.1214,84.0687,84.0687,5.514
2023-10-29 14:46:00,166,84.0687,84.0873,84.0687,84.0873,14.59
2023-10-29 14:47:00,167,84.0873,84.0873,84.0873,84.0873,0.0
2023-10-29 14:48:00,168,84.0873,84.0873,83.9733,83.9849,19.927
2023-10-29 14:49:00,169,83.9849,84.0967,83.9849,84.0967,0.21
2023-10-29 14:50:00,170,84.0967,84.0967,84.0967,84.0967,0.0
2023-10-29 14:51:00,171,84.0967,84.1691,84.0967,84.1691,17.966
2023-10-29 14:52:00,172,84.1691,84.1691,84.1691,84.1691,0.0
2023-10-29 14:53:00,173,84.1691,84.1691,84.155,84.155,0.033
2023-10-29 14:54:00,174,84.155,84.155,84.1427,84.1427,2.75
2023-10-29 14:55:00,175,84.1427,84.206,84.1427,84.206,8.414
2023-10-29 14:56:00,176,84.206,84.206,84.206,84.206,0.0
2023-10-29 14:57:00,177,84.206,84.2739,84.2001,84.2739,9.424
2023-10-29 14:58:00,178,84.2739,84.2739,84.2739,84.2739,0.0
2023-10-29 14:59:00,179,84.2739,84.2739,84.2739,84.2739,0.0
2023-10-29 15:00:00,180,84.2739,84.3214,84.2739,84.3214,1.344
2023-10-29 15:01:00,181,84.3214,84.3595,84.3011,84.3011,33.575
2023-10-29 15:02:00,182,84.3011,84.3381,84.2311,84.238,12.232
2023-10-29 15:03:00,183,84.238,84.238,84.1741,84.1741,0.261
2023-10-29 15:04:00,184,84.1741,84.1741,84.0271,84.0271,28.093
2023-10-29 15:05:00,185,84.0271,84.0271,84.0271,84.0271,0.0
2023-10-29 15:06:00,186,84.0271,84.0271,84.0271,84.0271,0.0
2023-10-29 15:07:00,187,84.0271,84.0271,83.9385,83.9385,0.617
2023-10-29 15:08:00,188,83.9385,83.9385,83.8637,83.868,14.297
2023-10-29 15:09:00,189,83.868,83.868,83.8478,83.8478,16.698
2023-10-29 15:10:00,190,83.8478,83.9267,83.8478,83.9267,0.015
2023-10-29 15:11:00,191,83.9267,83.9267,83.9267,83.9267,0.0
2023-10-29 15:12:00,192,83.9267,84.2569,83.9267,84.2351,187.626
2023-10-29 15:13:00,193,84.2351,84.2351,84.1767,84.1767,0.013
2023-10-29 15:14:00,194,84.1767,84.1767,84.1767,84.1767,0.0
2023-10-29 15:15:00,195,84.1767,84.1767,84.1767,84.1767,0.0
2023-10-29 15:16:00,196,84.1767,84.3142,84.1767,84.3116,0.032
2023-10-29 15:17:00,197,84.3116,84.323,84.3116,84.323,2.75
2023-10-29 15:18:00,198,84.323,84.3476,84.3133,84.3237,22.518
2023-10-29 15:19:00,199,84.3237,84.3561,84.3237,84.3561,0.179
2023-10-29 15:20:00,200,84.3561,84.4552,84.3561,84.372,11.258
2023-10-29 15:21:00,201,84.372,84.372,84.2008,84.3254,26.895
2023-10-29 15:22:00,202,84.3254,84.3254,84.2419,84.2419,0.02
2023-10-29 15:23:00,203,84.2419,84.2419,84.2419,84.2419,0.0
2023-10-29 15:24:00,204,84.2419,84.3188,84.2419,84.3188,2.75
2023-10-29 15:25:00,205,84.3188,84.3662,84.3188,84.3662,12.36
2023-10-29 15:26:00,206,84.3662,84.4314,84.311,84.4314,22.812
2023-10-29 15:27:00,207,84.4314,84.4314,84.3772,84.3772,33.952
2023-10-29 15:28:00,208,84.3772,84.8083,84.3772,84.8083,152.518
2023-10-29 15:29:00,209,84.8083,84.8083,84.6187,84.6999,2.605
2023-10-29 15:30:00,210,84.6999,84.7613,84.6225,84.6225,42.157
2023-10-29 15:31:00,211,84.6225,84.6225,84.5057,84.5314,48.406
2023-10-29 15:32:00,212,84.5314,84.5314,84.5314,84.5314,0.0
2023-10-29 15:33:00,213,84.5314,84.6029,84.5314,84.6029,0.011
2023-10-29 15:34:00,214,84.6029,84.6232,84.6029,84.6232,5.962
2023-10-29 15:35:00,215,84.6232,84.6492,84.6216,84.6216,11.0
2023-10-29 15:36:00,216,84.6216,84.6216,84.6013,84.6013,6.005
2023-10-29 15:37:00,217,84.6013,84.6013,84.5667,84.5667,1.538
2023-10-29 15:38:00,218,84.5667,84.5667,84.526,84.526,2.75
2023-10-29 15:39:00,219,84.526,84.526,84.526,84.526,0.0
2023-10-29 15:40:00,220,84.526,84.5695,84.526,84.5695,2.408
2023-10-29 15:41:00,221,84.5695,84.5695,84.4935,84.4935,10.996
2023-10-29 15:42:00,222,84.4935,84.4942,84.4935,84.4942,7.096
2023-10-29 15:43:00,223,84.4942,84.5301,84.4942,84.5301,0.016
2023-10-29 15:44:00,224,84.5301,84.5301,84.5301,84.5301,0.0
2023-10-29 15:45:00,225,84.5301,84.5301,84.5091,84.5091,2.75
2023-10-29 15:46:00,226,84.5091,84.5091,84.5091,84.5091,0.0
2023-10-29 15:47:00,227,84.5091,84.5151,84.5091,84.5151,0.011
2023-10-29 15:48:00,228,84.5151,84.5518,84.5151,84.5518,11.828
2023-10-29 15:49:00,229,84.5518,84.5518,84.5518,84.5518,0.0
2023-10-29 15:50:00,230,84.5518,84.6536,84.5518,84.628,50.325
2023-10-29 15:51:00,231,84.628,84.628,84.5596,84.5596,2.531
2023-10-29 15:52:00,232,84.5596,84.5596,84.5305,84.5305,11.496
2023-10-29 15:53:00,233,84.5305,84.5305,84.5268,84.5268,4.32
2023-10-29 15:54:00,234,84.5268,84.5342,84.5268,84.5342,0.017
2023-10-29 15:55:00,235,84.5342,84.5486,84.5137,84.5137,0.585
2023-10-29 15:56:00,236,84.5137,84.5441,84.5137,84.5441,2.75
2023-10-29 15:57:00,237,84.5441,84.5441,84.5222,84.5222,0.011
2023-10-29 15:58:00,238,84.5222,84.5222,84.5222,84.5222,0.0
2023-10-29 15:59:00,239,84.5222,84.5222,84.5222,84.5222,0.0
2023-10-29 16:00:00,240,84.5222,84.6188,84.5222,84.6188,0.031
2023-10-29 16:01:00,241,84.6188,84.6188,84.6188,84.6188,0.0
2023-10-29 16:02:00,242,84.6188,84.6188,84.6188,84.6188,0.0
2023-10-29 16:03:00,243,84.6188,84.6188,84.5411,84.5411,0.01
2023-10-29 16:04:00,244,84.5411,84.5411,84.5369,84.5369,2.75
2023-10-29 16:05:00,245,84.5369,84.5369,84.5369,84.5369,0.0
2023-10-29 16:06:00,246,84.5369,84.5898,84.5369,84.5898,0.374
2023-10-29 16:07:00,247,84.5898,84.7022,84.5898,84.7022,9.646
2023-10-29 16:08:00,248,84.7022,84.7022,84.6048,84.6048,18.324
2023-10-29 16:09:00,249,84.6048,84.6276,84.6048,84.6048,8.195
2023-10-29 16:10:00,250,84.6048,84.6048,84.6048,84.6048,0.0
2023-10-29 16:11:00,251,84.6048,84.8035,84.6048,84.8035,0.08
2023-10-29 16:12:00,252,84.8035,84.807,84.7777,84.807,6.84
2023-10-29 16:13:00,253,84.807,84.838,84.8037,84.838,15.678
2023-10-29 16:14:00,254,84.838,85.025,84.838,85.025,19.272
2023-10-29 16:15:00,255,85.025,85.0462,84.9357,84.9357,29.937
2023-10-29 16:16:00,256,84.9357,84.9357,84.9357,84.9357,0.0
2023-10-29 16:17:00,257,84.9357,84.9357,84.9357,84.9357,0.0
2023-10-29 16:18:00,258,84.9357,84.9357,84.6824,84.7101,6.586
2023-10-29 16:19:00,259,84.7101,84.7101,84.6144,84.6144,12.0
2023-10-29 16:20:00,260,84.6144,84.6144,84.5856,84.5856,0.084
2023-10-29 16:21:00,261,84.5856,84.5856,84.5856,84.5856,0.0
2023-10-29 16:22:00,262,84.5856,84.5856,84.5225,84.5246,1.817
2023-10-29 16:23:00,263,84.5246,84.5408,84.5246,84.5365,8.25
2023-10-29 16:24:00,264,84.5365,84.5856,84.5365,84.5856,0.21
2023-10-29 16:25:00,265,84.5856,84.5856,84.5856,84.5856,0.0
2023-10-29 16:26:00,266,84.5856,84.6332,84.5856,84.6081,0.853
2023-10-29 16:27:00,267,84.6081,84.6081,84.6081,84.6081,0.0
2023-10-29 16:28:00,268,84.6081,84.6081,84.6081,84.6081,0.0
2023-10-29 16:29:00,269,84.6081,84.6739,84.6081,84.6739,0.013
2023-10-29 16:30:00,270,84.6739,84.6867,84.6739,84.6867,0.224
2023-10-29 16:31:00,271,84.6867,84.6867,84.6867,84.6867,0.0
2023-10-29 16:32:00,272,84.6867,84.6867,84.6867,84.6867,0.0
2023-10-29 16:33:00,273,84.6867,84.7401,84.6867,84.7401,0.014
2023-10-29 16:34:00,274,84.7401,84.7896,84.713,84.713,2.801
2023-10-29 16:35:00,275,84.713,84.713,84.713,84.713,0.0
2023-10-29 16:36:00,276,84.713,84.713,84.6268,84.6268,2.695
2023-10-29 16:37:00,277,84.6268,84.6268,84.5841,84.6117,5.935
2023-10-29 16:38:00,278,84.6117,84.6117,84.6117,84.6117,0.0
2023-10-29 16:39:00,279,84.6117,84.6117,84.5251,84.5251,1.48